source,time,latitude,longitude,depth_km,magnitude,station_id,parameter,value
solar,1990-02-20 00:00:00.000,,,,,,f107_observed,193.8
solar,1990-02-20 00:00:00.000,,,,,,sunspot_number,176.0
tidal_ephemeris,1990-02-20 00:00:00.000,,,,,,tidal_potential,-0.80329
tidal_ephemeris,1990-02-20 00:00:00.000,,,,,,lunar_phase,0.81106
seismic,1990-02-20 19:51:05.400,37.34,-86.78,10.0,2.2,,,
seismic,1990-02-20 22:36:12.780,36.391,-89.508,7.9,1.8,,,
geomagnetic,1990-02-21 00:00:00.000,,,,,,ap,16.0
geomagnetic,1990-02-21 00:00:00.000,,,,,,kp,3.083375
solar,1990-02-21 00:00:00.000,,,,,,f107_observed,216.6
solar,1990-02-21 00:00:00.000,,,,,,sunspot_number,209.0
tidal_ephemeris,1990-02-21 00:00:00.000,,,,,,tidal_potential,-0.5379
tidal_ephemeris,1990-02-21 00:00:00.000,,,,,,lunar_phase,0.84707
geomagnetic,1990-02-22 00:00:00.000,,,,,,ap,21.0
geomagnetic,1990-02-22 00:00:00.000,,,,,,kp,3.41675
solar,1990-02-22 00:00:00.000,,,,,,f107_observed,220.4
solar,1990-02-22 00:00:00.000,,,,,,sunspot_number,251.0
tidal_ephemeris,1990-02-22 00:00:00.000,,,,,,tidal_potential,-0.22417
tidal_ephemeris,1990-02-22 00:00:00.000,,,,,,lunar_phase,0.88299
seismic,1990-02-22 06:54:02.800,36.349,-81.589,6.0,1.3,,,
geomagnetic,1990-02-23 00:00:00.000,,,,,,ap,36.0
geomagnetic,1990-02-23 00:00:00.000,,,,,,kp,4.375125000000001
solar,1990-02-23 00:00:00.000,,,,,,f107_observed,221.1
solar,1990-02-23 00:00:00.000,,,,,,sunspot_number,315.0
tidal_ephemeris,1990-02-23 00:00:00.000,,,,,,tidal_potential,0.11846
tidal_ephemeris,1990-02-23 00:00:00.000,,,,,,lunar_phase,0.91823
seismic,1990-02-23 17:10:44.800,35.513,-84.451,15.6,2.4,,,
seismic,1990-02-23 17:12:53.600,35.502,-84.444,18.3,2.1,,,
geomagnetic,1990-02-24 00:00:00.000,,,,,,ap,29.0
geomagnetic,1990-02-24 00:00:00.000,,,,,,kp,4.041625
solar,1990-02-24 00:00:00.000,,,,,,f107_observed,236.2
solar,1990-02-24 00:00:00.000,,,,,,sunspot_number,328.0
tidal_ephemeris,1990-02-24 00:00:00.000,,,,,,tidal_potential,0.46372
tidal_ephemeris,1990-02-24 00:00:00.000,,,,,,lunar_phase,0.95251
geomagnetic,1990-02-25 00:00:00.000,,,,,,ap,29.0
geomagnetic,1990-02-25 00:00:00.000,,,,,,kp,4.083375
solar,1990-02-25 00:00:00.000,,,,,,f107_observed,229.9
solar,1990-02-25 00:00:00.000,,,,,,sunspot_number,322.0
tidal_ephemeris,1990-02-25 00:00:00.000,,,,,,tidal_potential,0.78071
tidal_ephemeris,1990-02-25 00:00:00.000,,,,,,lunar_phase,0.9859
geomagnetic,1990-02-26 00:00:00.000,,,,,,ap,19.0
geomagnetic,1990-02-26 00:00:00.000,,,,,,kp,3.33325
solar,1990-02-26 00:00:00.000,,,,,,f107_observed,217.5
solar,1990-02-26 00:00:00.000,,,,,,sunspot_number,308.0
tidal_ephemeris,1990-02-26 00:00:00.000,,,,,,tidal_potential,1.03867
tidal_ephemeris,1990-02-26 00:00:00.000,,,,,,lunar_phase,0.01878
seismic,1990-02-26 04:21:35.710,36.249,-89.462,4.3,1.3,,,
geomagnetic,1990-02-27 00:00:00.000,,,,,,ap,26.0
geomagnetic,1990-02-27 00:00:00.000,,,,,,kp,3.75
solar,1990-02-27 00:00:00.000,,,,,,f107_observed,228.4
solar,1990-02-27 00:00:00.000,,,,,,sunspot_number,286.0
tidal_ephemeris,1990-02-27 00:00:00.000,,,,,,tidal_potential,1.21335
tidal_ephemeris,1990-02-27 00:00:00.000,,,,,,lunar_phase,0.05174
seismic,1990-02-27 03:14:38.500,33.282,-83.236,11.1,2.1,,,
geomagnetic,1990-02-28 00:00:00.000,,,,,,ap,31.0
geomagnetic,1990-02-28 00:00:00.000,,,,,,kp,3.958375
solar,1990-02-28 00:00:00.000,,,,,,f107_observed,226.2
solar,1990-02-28 00:00:00.000,,,,,,sunspot_number,246.0
tidal_ephemeris,1990-02-28 00:00:00.000,,,,,,tidal_potential,1.29256
tidal_ephemeris,1990-02-28 00:00:00.000,,,,,,lunar_phase,0.08546
geomagnetic,1990-03-01 00:00:00.000,,,,,,ap,20.0
geomagnetic,1990-03-01 00:00:00.000,,,,,,kp,3.458375
solar,1990-03-01 00:00:00.000,,,,,,f107_observed,203.6
solar,1990-03-01 00:00:00.000,,,,,,sunspot_number,236.0
tidal_ephemeris,1990-03-01 00:00:00.000,,,,,,tidal_potential,1.27818
tidal_ephemeris,1990-03-01 00:00:00.000,,,,,,lunar_phase,0.12061
seismic,1990-03-01 00:50:51.500,38.24,-87.88,15.0,2.5,,,
seismic,1990-03-01 04:41:04.300,36.074,-83.708,3.2,1.5,,,
geomagnetic,1990-03-02 00:00:00.000,,,,,,ap,14.0
geomagnetic,1990-03-02 00:00:00.000,,,,,,kp,2.91675
solar,1990-03-02 00:00:00.000,,,,,,f107_observed,196.1
solar,1990-03-02 00:00:00.000,,,,,,sunspot_number,234.0
tidal_ephemeris,1990-03-02 00:00:00.000,,,,,,tidal_potential,1.184
tidal_ephemeris,1990-03-02 00:00:00.000,,,,,,lunar_phase,0.15765
seismic,1990-03-02 04:43:51.110,36.425,-89.551,16.2,1.9,,,
seismic,1990-03-02 07:01:48.070,38.851,-89.17,0.1,3.4,,,
seismic,1990-03-02 11:51:24.900,36.49,-89.49,5.0,1.4,,,
geomagnetic,1990-03-03 00:00:00.000,,,,,,ap,10.0
geomagnetic,1990-03-03 00:00:00.000,,,,,,kp,2.3748750000000003
solar,1990-03-03 00:00:00.000,,,,,,f107_observed,179.4
solar,1990-03-03 00:00:00.000,,,,,,sunspot_number,223.0
tidal_ephemeris,1990-03-03 00:00:00.000,,,,,,tidal_potential,1.0304
tidal_ephemeris,1990-03-03 00:00:00.000,,,,,,lunar_phase,0.19666
seismic,1990-03-03 08:58:28.200,35.979,-83.472,0.5,1.5,,,
seismic,1990-03-03 22:27:59.800,35.307,-82.501,5.7,1.8,,,
geomagnetic,1990-03-04 00:00:00.000,,,,,,ap,6.0
geomagnetic,1990-03-04 00:00:00.000,,,,,,kp,1.583375
solar,1990-03-04 00:00:00.000,,,,,,f107_observed,171.7
solar,1990-03-04 00:00:00.000,,,,,,sunspot_number,172.0
tidal_ephemeris,1990-03-04 00:00:00.000,,,,,,tidal_potential,0.83863
tidal_ephemeris,1990-03-04 00:00:00.000,,,,,,lunar_phase,0.23714
seismic,1990-03-04 19:52:37.040,36.339,-89.521,5.4,2.1,,,
geomagnetic,1990-03-05 00:00:00.000,,,,,,ap,11.0
geomagnetic,1990-03-05 00:00:00.000,,,,,,kp,2.333375
solar,1990-03-05 00:00:00.000,,,,,,f107_observed,164.4
solar,1990-03-05 00:00:00.000,,,,,,sunspot_number,134.0
tidal_ephemeris,1990-03-05 00:00:00.000,,,,,,tidal_potential,0.62653
tidal_ephemeris,1990-03-05 00:00:00.000,,,,,,lunar_phase,0.278
seismic,1990-03-05 17:38:30.900,36.44,-89.46,8.0,1.3,,,
geomagnetic,1990-03-06 00:00:00.000,,,,,,ap,21.0
geomagnetic,1990-03-06 00:00:00.000,,,,,,kp,3.2498750000000003
solar,1990-03-06 00:00:00.000,,,,,,f107_observed,166.4
solar,1990-03-06 00:00:00.000,,,,,,sunspot_number,142.0
tidal_ephemeris,1990-03-06 00:00:00.000,,,,,,tidal_potential,0.40662
tidal_ephemeris,1990-03-06 00:00:00.000,,,,,,lunar_phase,0.31793
seismic,1990-03-06 05:57:01.720,37.552,-89.684,4.3,2.0,,,
seismic,1990-03-06 21:16:48.500,36.52,-89.55,7.5,1.4,,,
geomagnetic,1990-03-07 00:00:00.000,,,,,,ap,8.0
geomagnetic,1990-03-07 00:00:00.000,,,,,,kp,2.04175
solar,1990-03-07 00:00:00.000,,,,,,f107_observed,170.7
solar,1990-03-07 00:00:00.000,,,,,,sunspot_number,144.0
tidal_ephemeris,1990-03-07 00:00:00.000,,,,,,tidal_potential,0.18622
tidal_ephemeris,1990-03-07 00:00:00.000,,,,,,lunar_phase,0.35583
seismic,1990-03-07 12:19:18.860,36.848,-89.083,5.4,1.6,,,
geomagnetic,1990-03-08 00:00:00.000,,,,,,ap,10.0
geomagnetic,1990-03-08 00:00:00.000,,,,,,kp,2.3335
solar,1990-03-08 00:00:00.000,,,,,,f107_observed,159.4
solar,1990-03-08 00:00:00.000,,,,,,sunspot_number,120.0
tidal_ephemeris,1990-03-08 00:00:00.000,,,,,,tidal_potential,-0.03112
tidal_ephemeris,1990-03-08 00:00:00.000,,,,,,lunar_phase,0.39118
seismic,1990-03-08 17:32:57.200,37.32,-86.79,5.0,2.5,,,
geomagnetic,1990-03-09 00:00:00.000,,,,,,ap,8.0
geomagnetic,1990-03-09 00:00:00.000,,,,,,kp,2.0
solar,1990-03-09 00:00:00.000,,,,,,f107_observed,153.0
solar,1990-03-09 00:00:00.000,,,,,,sunspot_number,97.0
tidal_ephemeris,1990-03-09 00:00:00.000,,,,,,tidal_potential,-0.24367
tidal_ephemeris,1990-03-09 00:00:00.000,,,,,,lunar_phase,0.42398
seismic,1990-03-09 05:31:06.500,36.22,-89.41,3.9,1.4,,,
seismic,1990-03-09 06:11:25.800,35.888,-81.713,7.0,2.0,,,
seismic,1990-03-09 21:02:54.800,38.14,-86.19,5.0,2.7,,,
geomagnetic,1990-03-10 00:00:00.000,,,,,,ap,8.0
geomagnetic,1990-03-10 00:00:00.000,,,,,,kp,1.9168749999999999
solar,1990-03-10 00:00:00.000,,,,,,f107_observed,151.1
solar,1990-03-10 00:00:00.000,,,,,,sunspot_number,109.0
tidal_ephemeris,1990-03-10 00:00:00.000,,,,,,tidal_potential,-0.44965
tidal_ephemeris,1990-03-10 00:00:00.000,,,,,,lunar_phase,0.45466
geomagnetic,1990-03-11 00:00:00.000,,,,,,ap,14.0
geomagnetic,1990-03-11 00:00:00.000,,,,,,kp,2.75
solar,1990-03-11 00:00:00.000,,,,,,f107_observed,144.3
solar,1990-03-11 00:00:00.000,,,,,,sunspot_number,100.0
tidal_ephemeris,1990-03-11 00:00:00.000,,,,,,tidal_potential,-0.6459
tidal_ephemeris,1990-03-11 00:00:00.000,,,,,,lunar_phase,0.48381
geomagnetic,1990-03-12 00:00:00.000,,,,,,ap,42.0
geomagnetic,1990-03-12 00:00:00.000,,,,,,kp,3.9998750000000003
solar,1990-03-12 00:00:00.000,,,,,,f107_observed,147.9
solar,1990-03-12 00:00:00.000,,,,,,sunspot_number,116.0
tidal_ephemeris,1990-03-12 00:00:00.000,,,,,,tidal_potential,-0.82735
tidal_ephemeris,1990-03-12 00:00:00.000,,,,,,lunar_phase,0.51206
seismic,1990-03-12 21:31:36.200,37.16,-86.73,5.0,1.9,,,
geomagnetic,1990-03-13 00:00:00.000,,,,,,ap,29.0
geomagnetic,1990-03-13 00:00:00.000,,,,,,kp,3.791625
solar,1990-03-13 00:00:00.000,,,,,,f107_observed,148.0
solar,1990-03-13 00:00:00.000,,,,,,sunspot_number,113.0
tidal_ephemeris,1990-03-13 00:00:00.000,,,,,,tidal_potential,-0.98714
tidal_ephemeris,1990-03-13 00:00:00.000,,,,,,lunar_phase,0.54006
geomagnetic,1990-03-14 00:00:00.000,,,,,,ap,26.0
geomagnetic,1990-03-14 00:00:00.000,,,,,,kp,3.666625
solar,1990-03-14 00:00:00.000,,,,,,f107_observed,151.5
solar,1990-03-14 00:00:00.000,,,,,,sunspot_number,123.0
tidal_ephemeris,1990-03-14 00:00:00.000,,,,,,tidal_potential,-1.11714
tidal_ephemeris,1990-03-14 00:00:00.000,,,,,,lunar_phase,0.5684
seismic,1990-03-14 21:41:36.200,37.3,-89.64,10.0,2.1,,,
geomagnetic,1990-03-15 00:00:00.000,,,,,,ap,11.0
geomagnetic,1990-03-15 00:00:00.000,,,,,,kp,2.416625
solar,1990-03-15 00:00:00.000,,,,,,f107_observed,166.0
solar,1990-03-15 00:00:00.000,,,,,,sunspot_number,150.0
tidal_ephemeris,1990-03-15 00:00:00.000,,,,,,tidal_potential,-1.20866
tidal_ephemeris,1990-03-15 00:00:00.000,,,,,,lunar_phase,0.5976
seismic,1990-03-15 02:55:37.260,36.095,-89.848,8.5,1.6,,,
seismic,1990-03-15 22:27:02.400,37.31,-86.86,5.0,2.1,,,
geomagnetic,1990-03-16 00:00:00.000,,,,,,ap,7.0
geomagnetic,1990-03-16 00:00:00.000,,,,,,kp,1.83325
solar,1990-03-16 00:00:00.000,,,,,,f107_observed,179.9
solar,1990-03-16 00:00:00.000,,,,,,sunspot_number,176.0
tidal_ephemeris,1990-03-16 00:00:00.000,,,,,,tidal_potential,-1.25309
tidal_ephemeris,1990-03-16 00:00:00.000,,,,,,lunar_phase,0.62805
seismic,1990-03-16 02:26:41.200,35.34,-83.377,15.2,1.4,,,
seismic,1990-03-16 05:47:55.750,36.57,-89.572,5.2,1.4,,,
seismic,1990-03-16 21:54:49.620,36.473,-89.638,8.6,1.5,,,
geomagnetic,1990-03-17 00:00:00.000,,,,,,ap,3.0
geomagnetic,1990-03-17 00:00:00.000,,,,,,kp,0.666625
solar,1990-03-17 00:00:00.000,,,,,,f107_observed,183.8
solar,1990-03-17 00:00:00.000,,,,,,sunspot_number,168.0
tidal_ephemeris,1990-03-17 00:00:00.000,,,,,,tidal_potential,-1.24244
tidal_ephemeris,1990-03-17 00:00:00.000,,,,,,lunar_phase,0.66
geomagnetic,1990-03-18 00:00:00.000,,,,,,ap,35.0
geomagnetic,1990-03-18 00:00:00.000,,,,,,kp,3.875
solar,1990-03-18 00:00:00.000,,,,,,f107_observed,198.2
solar,1990-03-18 00:00:00.000,,,,,,sunspot_number,228.0
tidal_ephemeris,1990-03-18 00:00:00.000,,,,,,tidal_potential,-1.16981
tidal_ephemeris,1990-03-18 00:00:00.000,,,,,,lunar_phase,0.69343
seismic,1990-03-18 03:41:34.300,35.707,-84.286,11.8,2.8,,,
geomagnetic,1990-03-19 00:00:00.000,,,,,,ap,16.0
geomagnetic,1990-03-19 00:00:00.000,,,,,,kp,2.4585
solar,1990-03-19 00:00:00.000,,,,,,f107_observed,218.2
solar,1990-03-19 00:00:00.000,,,,,,sunspot_number,276.0
tidal_ephemeris,1990-03-19 00:00:00.000,,,,,,tidal_potential,-1.02994
tidal_ephemeris,1990-03-19 00:00:00.000,,,,,,lunar_phase,0.72805
seismic,1990-03-19 16:18:19.000,36.58,-89.58,8.9,1.6,,,
seismic,1990-03-19 21:03:34.200,36.47,-89.6,11.6,2.0,,,
geomagnetic,1990-03-20 00:00:00.000,,,,,,ap,30.0
geomagnetic,1990-03-20 00:00:00.000,,,,,,kp,3.708375
solar,1990-03-20 00:00:00.000,,,,,,f107_observed,225.7
solar,1990-03-20 00:00:00.000,,,,,,sunspot_number,297.0
tidal_ephemeris,1990-03-20 00:00:00.000,,,,,,tidal_potential,-0.81998
tidal_ephemeris,1990-03-20 00:00:00.000,,,,,,lunar_phase,0.76336
seismic,1990-03-20 16:10:56.400,35.998,-83.467,14.4,1.6,,,
geomagnetic,1990-03-21 00:00:00.000,,,,,,ap,76.0
geomagnetic,1990-03-21 00:00:00.000,,,,,,kp,5.75
solar,1990-03-21 00:00:00.000,,,,,,f107_observed,229.3
solar,1990-03-21 00:00:00.000,,,,,,sunspot_number,288.0
tidal_ephemeris,1990-03-21 00:00:00.000,,,,,,tidal_potential,-0.54082
tidal_ephemeris,1990-03-21 00:00:00.000,,,,,,lunar_phase,0.79873
seismic,1990-03-21 09:11:39.400,38.142,-85.65,4.2,2.7,,,
seismic,1990-03-21 09:44:39.000,34.842,-85.082,12.7,2.2,,,
geomagnetic,1990-03-22 00:00:00.000,,,,,,ap,28.0
geomagnetic,1990-03-22 00:00:00.000,,,,,,kp,4.041625
solar,1990-03-22 00:00:00.000,,,,,,f107_observed,244.7
solar,1990-03-22 00:00:00.000,,,,,,sunspot_number,267.0
tidal_ephemeris,1990-03-22 00:00:00.000,,,,,,tidal_potential,-0.19899
tidal_ephemeris,1990-03-22 00:00:00.000,,,,,,lunar_phase,0.83362
seismic,1990-03-22 17:16:52.070,36.164,-89.51,6.5,2.0,,,
seismic,1990-03-22 17:29:00.000,37.2,-86.79,5.0,2.6,,,
geomagnetic,1990-03-23 00:00:00.000,,,,,,ap,29.0
geomagnetic,1990-03-23 00:00:00.000,,,,,,kp,4.083375
solar,1990-03-23 00:00:00.000,,,,,,f107_observed,246.9
solar,1990-03-23 00:00:00.000,,,,,,sunspot_number,282.0
tidal_ephemeris,1990-03-23 00:00:00.000,,,,,,tidal_potential,0.19087
tidal_ephemeris,1990-03-23 00:00:00.000,,,,,,lunar_phase,0.86778
geomagnetic,1990-03-24 00:00:00.000,,,,,,ap,18.0
geomagnetic,1990-03-24 00:00:00.000,,,,,,kp,3.29175
solar,1990-03-24 00:00:00.000,,,,,,f107_observed,232.6
solar,1990-03-24 00:00:00.000,,,,,,sunspot_number,286.0
tidal_ephemeris,1990-03-24 00:00:00.000,,,,,,tidal_potential,0.60381
tidal_ephemeris,1990-03-24 00:00:00.000,,,,,,lunar_phase,0.90123
seismic,1990-03-24 06:51:47.200,35.175,-84.654,14.4,2.2,,,
seismic,1990-03-24 11:28:45.200,36.49,-89.52,5.0,1.4,,,
geomagnetic,1990-03-25 00:00:00.000,,,,,,ap,39.0
geomagnetic,1990-03-25 00:00:00.000,,,,,,kp,4.458375
solar,1990-03-25 00:00:00.000,,,,,,f107_observed,225.0
solar,1990-03-25 00:00:00.000,,,,,,sunspot_number,279.0
tidal_ephemeris,1990-03-25 00:00:00.000,,,,,,tidal_potential,1.00413
tidal_ephemeris,1990-03-25 00:00:00.000,,,,,,lunar_phase,0.93432
seismic,1990-03-25 07:50:29.900,36.67,-89.68,5.0,1.9,,,
seismic,1990-03-25 13:47:16.000,35.191,-84.145,14.9,1.6,,,
geomagnetic,1990-03-26 00:00:00.000,,,,,,ap,41.0
geomagnetic,1990-03-26 00:00:00.000,,,,,,kp,4.58325
solar,1990-03-26 00:00:00.000,,,,,,f107_observed,227.9
solar,1990-03-26 00:00:00.000,,,,,,sunspot_number,257.0
tidal_ephemeris,1990-03-26 00:00:00.000,,,,,,tidal_potential,1.34878
tidal_ephemeris,1990-03-26 00:00:00.000,,,,,,lunar_phase,0.96758
seismic,1990-03-26 03:07:19.600,35.546,-84.414,18.0,1.2,,,
seismic,1990-03-26 17:01:49.800,34.98,-87.404,6.9,2.0,,,
seismic,1990-03-26 17:01:51.630,34.971,-87.477,10.1,1.8,,,
geomagnetic,1990-03-27 00:00:00.000,,,,,,ap,34.0
geomagnetic,1990-03-27 00:00:00.000,,,,,,kp,4.25
solar,1990-03-27 00:00:00.000,,,,,,f107_observed,216.0
solar,1990-03-27 00:00:00.000,,,,,,sunspot_number,230.0
tidal_ephemeris,1990-03-27 00:00:00.000,,,,,,tidal_potential,1.59531
tidal_ephemeris,1990-03-27 00:00:00.000,,,,,,lunar_phase,0.00169
geomagnetic,1990-03-28 00:00:00.000,,,,,,ap,24.0
geomagnetic,1990-03-28 00:00:00.000,,,,,,kp,3.75
solar,1990-03-28 00:00:00.000,,,,,,f107_observed,206.7
solar,1990-03-28 00:00:00.000,,,,,,sunspot_number,176.0
tidal_ephemeris,1990-03-28 00:00:00.000,,,,,,tidal_potential,1.71266
tidal_ephemeris,1990-03-28 00:00:00.000,,,,,,lunar_phase,0.03734
seismic,1990-03-28 10:12:40.000,34.591,-87.519,5.3,2.5,,,
geomagnetic,1990-03-29 00:00:00.000,,,,,,ap,27.0
geomagnetic,1990-03-29 00:00:00.000,,,,,,kp,3.7498750000000003
solar,1990-03-29 00:00:00.000,,,,,,f107_observed,184.7
solar,1990-03-29 00:00:00.000,,,,,,sunspot_number,180.0
tidal_ephemeris,1990-03-29 00:00:00.000,,,,,,tidal_potential,1.69021
tidal_ephemeris,1990-03-29 00:00:00.000,,,,,,lunar_phase,0.07504
geomagnetic,1990-03-30 00:00:00.000,,,,,,ap,69.0
geomagnetic,1990-03-30 00:00:00.000,,,,,,kp,5.0415
solar,1990-03-30 00:00:00.000,,,,,,f107_observed,186.9
solar,1990-03-30 00:00:00.000,,,,,,sunspot_number,182.0
tidal_ephemeris,1990-03-30 00:00:00.000,,,,,,tidal_potential,1.54021
tidal_ephemeris,1990-03-30 00:00:00.000,,,,,,lunar_phase,0.11493
seismic,1990-03-30 01:54:09.000,47.28,-68.23,18.0,3.5,,,
geomagnetic,1990-03-31 00:00:00.000,,,,,,ap,7.0
geomagnetic,1990-03-31 00:00:00.000,,,,,,kp,1.999875
solar,1990-03-31 00:00:00.000,,,,,,f107_observed,173.1
solar,1990-03-31 00:00:00.000,,,,,,sunspot_number,157.0
tidal_ephemeris,1990-03-31 00:00:00.000,,,,,,tidal_potential,1.29254
tidal_ephemeris,1990-03-31 00:00:00.000,,,,,,lunar_phase,0.15647
seismic,1990-03-31 16:27:43.600,35.946,-84.52,10.3,2.6,,,
geomagnetic,1990-04-01 00:00:00.000,,,,,,ap,6.0
geomagnetic,1990-04-01 00:00:00.000,,,,,,kp,1.5831250000000001
solar,1990-04-01 00:00:00.000,,,,,,f107_observed,159.4
solar,1990-04-01 00:00:00.000,,,,,,sunspot_number,139.0
tidal_ephemeris,1990-04-01 00:00:00.000,,,,,,tidal_potential,0.98478
tidal_ephemeris,1990-04-01 00:00:00.000,,,,,,lunar_phase,0.19849
geomagnetic,1990-04-02 00:00:00.000,,,,,,ap,11.0
geomagnetic,1990-04-02 00:00:00.000,,,,,,kp,2.45825
solar,1990-04-02 00:00:00.000,,,,,,f107_observed,153.4
solar,1990-04-02 00:00:00.000,,,,,,sunspot_number,154.0
tidal_ephemeris,1990-04-02 00:00:00.000,,,,,,tidal_potential,0.6526
tidal_ephemeris,1990-04-02 00:00:00.000,,,,,,lunar_phase,0.23949
seismic,1990-04-02 04:50:32.840,36.595,-89.603,13.3,1.1,,,
geomagnetic,1990-04-03 00:00:00.000,,,,,,ap,17.0
geomagnetic,1990-04-03 00:00:00.000,,,,,,kp,3.125
solar,1990-04-03 00:00:00.000,,,,,,f107_observed,151.7
solar,1990-04-03 00:00:00.000,,,,,,sunspot_number,153.0
tidal_ephemeris,1990-04-03 00:00:00.000,,,,,,tidal_potential,0.32383
tidal_ephemeris,1990-04-03 00:00:00.000,,,,,,lunar_phase,0.27825
seismic,1990-04-03 01:44:13.080,36.106,-89.778,10.0,1.2,,,
seismic,1990-04-03 23:17:39.700,36.49,-89.58,13.9,1.0,,,
geomagnetic,1990-04-04 00:00:00.000,,,,,,ap,10.0
geomagnetic,1990-04-04 00:00:00.000,,,,,,kp,2.29175
solar,1990-04-04 00:00:00.000,,,,,,f107_observed,148.5
solar,1990-04-04 00:00:00.000,,,,,,sunspot_number,172.0
tidal_ephemeris,1990-04-04 00:00:00.000,,,,,,tidal_potential,0.01661
tidal_ephemeris,1990-04-04 00:00:00.000,,,,,,lunar_phase,0.31417
seismic,1990-04-04 16:15:01.700,39.522,-77.103,10.0,1.7,,,
seismic,1990-04-04 16:45:29.400,36.237,-89.427,5.6,1.3,,,
geomagnetic,1990-04-05 00:00:00.000,,,,,,ap,10.0
geomagnetic,1990-04-05 00:00:00.000,,,,,,kp,2.16675
solar,1990-04-05 00:00:00.000,,,,,,f107_observed,156.3
solar,1990-04-05 00:00:00.000,,,,,,sunspot_number,179.0
tidal_ephemeris,1990-04-05 00:00:00.000,,,,,,tidal_potential,-0.25952
tidal_ephemeris,1990-04-05 00:00:00.000,,,,,,lunar_phase,0.3473
seismic,1990-04-05 02:04:14.100,36.55,-89.6,5.6,1.7,,,
geomagnetic,1990-04-06 00:00:00.000,,,,,,ap,7.0
geomagnetic,1990-04-06 00:00:00.000,,,,,,kp,1.874875
solar,1990-04-06 00:00:00.000,,,,,,f107_observed,149.9
solar,1990-04-06 00:00:00.000,,,,,,sunspot_number,187.0
tidal_ephemeris,1990-04-06 00:00:00.000,,,,,,tidal_potential,-0.50128
tidal_ephemeris,1990-04-06 00:00:00.000,,,,,,lunar_phase,0.3781
geomagnetic,1990-04-07 00:00:00.000,,,,,,ap,8.0
geomagnetic,1990-04-07 00:00:00.000,,,,,,kp,2.08325
solar,1990-04-07 00:00:00.000,,,,,,f107_observed,154.7
solar,1990-04-07 00:00:00.000,,,,,,sunspot_number,173.0
tidal_ephemeris,1990-04-07 00:00:00.000,,,,,,tidal_potential,-0.70909
tidal_ephemeris,1990-04-07 00:00:00.000,,,,,,lunar_phase,0.40721
geomagnetic,1990-04-08 00:00:00.000,,,,,,ap,6.0
geomagnetic,1990-04-08 00:00:00.000,,,,,,kp,1.66675
solar,1990-04-08 00:00:00.000,,,,,,f107_observed,151.9
solar,1990-04-08 00:00:00.000,,,,,,sunspot_number,173.0
tidal_ephemeris,1990-04-08 00:00:00.000,,,,,,tidal_potential,-0.88493
tidal_ephemeris,1990-04-08 00:00:00.000,,,,,,lunar_phase,0.43532
seismic,1990-04-08 19:52:22.890,37.393,-86.899,0.3,2.4,,,
geomagnetic,1990-04-09 00:00:00.000,,,,,,ap,34.0
geomagnetic,1990-04-09 00:00:00.000,,,,,,kp,4.000125000000001
solar,1990-04-09 00:00:00.000,,,,,,f107_observed,146.3
solar,1990-04-09 00:00:00.000,,,,,,sunspot_number,119.0
tidal_ephemeris,1990-04-09 00:00:00.000,,,,,,tidal_potential,-1.03065
tidal_ephemeris,1990-04-09 00:00:00.000,,,,,,lunar_phase,0.4631
geomagnetic,1990-04-10 00:00:00.000,,,,,,ap,124.0
geomagnetic,1990-04-10 00:00:00.000,,,,,,kp,6.58325
solar,1990-04-10 00:00:00.000,,,,,,f107_observed,148.7
solar,1990-04-10 00:00:00.000,,,,,,sunspot_number,111.0
tidal_ephemeris,1990-04-10 00:00:00.000,,,,,,tidal_potential,-1.14694
tidal_ephemeris,1990-04-10 00:00:00.000,,,,,,lunar_phase,0.49117
seismic,1990-04-10 19:18:39.100,37.761,-83.395,8.2,2.3,,,
geomagnetic,1990-04-11 00:00:00.000,,,,,,ap,64.0
geomagnetic,1990-04-11 00:00:00.000,,,,,,kp,5.29175
solar,1990-04-11 00:00:00.000,,,,,,f107_observed,160.1
solar,1990-04-11 00:00:00.000,,,,,,sunspot_number,119.0
tidal_ephemeris,1990-04-11 00:00:00.000,,,,,,tidal_potential,-1.23273
tidal_ephemeris,1990-04-11 00:00:00.000,,,,,,lunar_phase,0.52004
geomagnetic,1990-04-12 00:00:00.000,,,,,,ap,99.0
geomagnetic,1990-04-12 00:00:00.000,,,,,,kp,6.20825
solar,1990-04-12 00:00:00.000,,,,,,f107_observed,169.1
solar,1990-04-12 00:00:00.000,,,,,,sunspot_number,104.0
tidal_ephemeris,1990-04-12 00:00:00.000,,,,,,tidal_potential,-1.2851
tidal_ephemeris,1990-04-12 00:00:00.000,,,,,,lunar_phase,0.55012
geomagnetic,1990-04-13 00:00:00.000,,,,,,ap,38.0
geomagnetic,1990-04-13 00:00:00.000,,,,,,kp,4.5415
solar,1990-04-13 00:00:00.000,,,,,,f107_observed,194.4
solar,1990-04-13 00:00:00.000,,,,,,sunspot_number,166.0
tidal_ephemeris,1990-04-13 00:00:00.000,,,,,,tidal_potential,-1.29939
tidal_ephemeris,1990-04-13 00:00:00.000,,,,,,lunar_phase,0.58164
geomagnetic,1990-04-14 00:00:00.000,,,,,,ap,45.0
geomagnetic,1990-04-14 00:00:00.000,,,,,,kp,4.83325
solar,1990-04-14 00:00:00.000,,,,,,f107_observed,214.4
solar,1990-04-14 00:00:00.000,,,,,,sunspot_number,192.0
